id,category,question,event_title,volume,created_at,end_date
516790,Politics,Will Jumaane Williams win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,748824.927638,2024-12-30 09:27:53+00:00,2025-06-24 12:00:00+00:00
516791,Politics,Will Brad Lander win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,5084394.264943,2024-12-30 09:29:17+00:00,2025-06-24 12:00:00+00:00
516792,Politics,Will  Zohran Mamdani win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,17848349.233334,2024-12-30 09:31:17+00:00,2025-06-24 12:00:00+00:00
516793,Politics,Will Whitney Tilson win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,1073907.940983,2024-12-30 09:32:50+00:00,2025-06-24 12:00:00+00:00
516794,Politics,Will Ritchie Torres win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,2598240.667678,2024-12-30 09:35:32+00:00,2025-06-24 12:00:00+00:00
516795,Politics,Will AOC win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,3261514.534523,2024-12-30 09:37:02+00:00,2025-06-24 12:00:00+00:00
516796,Politics,Will Andrew Yang win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,1230926.498363,2024-12-30 09:41:10+00:00,2025-06-24 12:00:00+00:00
516797,Politics,Will Adrienne Adams win the Democratic Primary for Mayor of New York City?,Who will win Dem nomination for NYC Mayor?,2365088.492362,2024-12-30 09:42:26+00:00,2025-06-24 12:00:00+00:00
516926,Macro,MicroStrategy sells any Bitcoin in 2025?,MicroStrategy sells any Bitcoin by ___ ?,17976157.529867,2024-12-31 16:02:33+00:00,2025-12-31 12:00:00+00:00
516941,Politics,Trump divorce in 2025?,Trump divorce in 2025?,124296.733639,2024-12-31 17:37:30+00:00,2025-12-31 12:00:00+00:00
516944,Politics,Will Donald Trump win Nobel Peace Prize in 2025?,Nobel Peace Prize 2025,29847196.049885,2024-12-31 18:04:22+00:00,2025-12-31 12:00:00+00:00
516948,Geopolitics,Israel withdraws from Gaza in 2025?,Israel withdraws from Gaza in 2025?,2275989.391844,2024-12-31 18:14:10+00:00,2025-12-31 12:00:00+00:00
516951,Politics,Will Caitlyn Jenner attend presidential inauguration?,Who will attend Trump inauguration?,495365.539858,2024-12-31 18:59:16+00:00,2025-01-20 12:00:00+00:00
516954,Politics,"Will Trump say ""America"" 15 or more times during his inauguration speech?",What will Trump say during inauguration speech?,266821.291786,2024-12-31 19:04:36+00:00,2025-02-03 12:00:00+00:00
516956,Politics,"Will Trump say ""America first"" during his inauguration speech?",What will Trump say during inauguration speech?,153414.664073,2024-12-31 19:27:57+00:00,2025-02-03 12:00:00+00:00
517010,Politics,Will Trump attend Jimmy Carter's state funeral?,Will Trump attend Jimmy Carter's state funeral?,165138.190563,2025-01-01 11:55:07+00:00,2025-01-09 12:00:00+00:00
517030,Macro,MicroStrategy purchases more Bitcoin before inauguration?,MicroStrategy purchases more Bitcoin before inauguration?,856694.532717,2025-01-01 13:09:17+00:00,2025-01-19 12:00:00+00:00
517031,Macro,Will MicroStrategy hold 500k+ BTC before March?,Will MicroStrategy hold 500k+ BTC before March?,3295915.831146,2025-01-01 13:26:08+00:00,2025-02-28 12:00:00+00:00
517034,Geopolitics,Ukraine agrees to resume Russian natural gas transit in January? ,Ukraine agrees to resume Russian natural gas transit in January? ,172648.806471,2025-01-01 14:22:15+00:00,2025-01-31 12:00:00+00:00
517036,Geopolitics,Will Benjamin Netanyahu attend presidential inauguration?,Who will attend Trump inauguration?,363574.215685,2025-01-01 15:13:24+00:00,2025-01-20 12:00:00+00:00
517054,Geopolitics,Fact Check: Connection between New Orleans and Las Vegas attacks?,Fact Check: Connection between New Orleans and Las Vegas attacks?,643619.297133,2025-01-01 22:56:32+00:00,2025-01-08 12:00:00+00:00
517181,Geopolitics,Was the Cybertruck bombing a lone wolf attack?,Was the Cybertruck bombing a lone wolf attack?,224103.056502,2025-01-03 02:39:57+00:00,2025-01-31 12:00:00+00:00
517185,Politics,Yoon out as president of South Korea in 2025?,Yoon out as president of South Korea in 2025?,6477096.275677,2025-01-03 03:06:18+00:00,2025-12-31 12:00:00+00:00
517222,Macro,Will ECB raise interest rates in January 2025?,ECB Interest Rates: January 2025,285496.819528,2025-01-03 17:33:53+00:00,2025-01-30 12:00:00+00:00
517223,Macro,Will ECB make no change in interest rates in January 2025?,ECB Interest Rates: January 2025,213761.286082,2025-01-03 17:34:51+00:00,2025-01-30 12:00:00+00:00
517224,Macro,Will ECB lower interest rates by 25bps in January 2025?,ECB Interest Rates: January 2025,183022.046434,2025-01-03 17:36:13+00:00,2025-01-30 12:00:00+00:00
517225,Macro,Will ECB lower interest rates by 50bps in January 2025?,ECB Interest Rates: January 2025,187240.369872,2025-01-03 17:36:57+00:00,2025-01-30 12:00:00+00:00
517226,Macro,Will ECB lower interest rates by more than 50bps in January 2025?,ECB Interest Rates: January 2025,428317.098962,2025-01-03 17:39:02+00:00,2025-01-30 12:00:00+00:00
517264,Politics,Trump's January 10 sentencing pushed back?,Trump's January 10 sentencing pushed back?,119024.12355,2025-01-03 21:51:06+00:00,2025-01-10 12:00:00+00:00
517423,Politics,Will every president attend Trump’s inauguration?,Will every president attend Trump’s inauguration?,178100.195147,2025-01-05 15:00:05+00:00,2025-01-20 12:00:00+00:00
517426,Geopolitics,Israel withdraws from Lebanon before February?,Israel withdraws from Lebanon before February?,135253.723222,2025-01-05 22:42:44+00:00,2025-01-31 12:00:00+00:00
517428,Geopolitics,Will Israel annex Syrian territory before July?,Will Israel annex Syrian territory before July?,132829.214969,2025-01-05 23:01:55+00:00,2026-06-30 12:00:00+00:00
517548,Politics,Will the next UK election be called by March 31?,UK election called by...?,577431.026465,2025-01-06 13:08:09+00:00,2025-03-31 12:00:00+00:00
517585,Politics,Will the Conservative Party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,3398500.815959,2025-01-06 16:38:46+00:00,2025-04-28 12:00:00+00:00
517586,Politics,Will the Liberal Party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,5152025.201466,2025-01-06 16:43:44+00:00,2025-04-28 12:00:00+00:00
517587,Politics,Will Bloc Québécois party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,882306.352614,2025-01-06 16:47:01+00:00,2025-04-28 12:00:00+00:00
517588,Politics,Will the New Democratic Party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,761989.03803,2025-01-06 16:48:09+00:00,2025-04-28 12:00:00+00:00
517589,Politics,Will the Green Party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,556690.074432,2025-01-06 16:49:55+00:00,2025-04-28 12:00:00+00:00
517590,Politics,Will the People's party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,1139787.923504,2025-01-06 16:50:24+00:00,2025-04-28 12:00:00+00:00
517591,Politics,Will another party win the most seats in the next Canadian election?,Which Party wins most seats in Canadian election?,767497.089415,2025-01-06 16:54:47+00:00,2025-04-28 12:00:00+00:00
517593,Politics,Will the Conservative Party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,788649.943508,2025-01-06 17:04:12+00:00,2025-10-20 12:00:00+00:00
517594,Politics,Will the Liberal Party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,534696.234624,2025-01-06 17:04:52+00:00,2025-10-20 12:00:00+00:00
517595,Politics,Will Bloc Québécois win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,404733.633754,2025-01-06 17:05:30+00:00,2025-10-20 12:00:00+00:00
517596,Politics,Will the New Democratic Party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,559363.6501,2025-01-06 17:10:15+00:00,2025-10-20 12:00:00+00:00
517597,Politics,Will the Green Party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,760887.649673,2025-01-06 17:10:55+00:00,2025-10-20 12:00:00+00:00
517598,Politics,Will the People's party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,232374.200098,2025-01-06 17:11:38+00:00,2025-10-20 12:00:00+00:00
517599,Politics,Will another party win the second most seats in the next Canadian election?,Which Party wins 2nd most seats in Canadian election?,261791.422825,2025-01-06 17:12:47+00:00,2025-10-20 12:00:00+00:00
517600,Politics,Conservatives win majority in Canadian election?,Conservatives win majority in Canadian election?,7322211.32496,2025-01-06 17:21:31+00:00,2025-04-28 12:00:00+00:00
517618,Macro,Will Trump cut corporate taxes in 2025?,Will Trump cut corporate taxes in 2025?,464547.256635,2025-01-06 18:37:44+00:00,2025-12-31 12:00:00+00:00
517620,Macro,MicroStrategy purchases more Bitcoin before inauguration?,MicroStrategy purchases more Bitcoin before inauguration?,1370540.287312,2025-01-06 19:13:12+00:00,2025-01-20 12:00:00+00:00
517636,Politics,Will Trump pardon less than 250 Jan 6 protestors in his first 100 days?,How many Jan 6th protestors will Trump pardon in his first 100 days?,438750.042408,2025-01-06 19:29:31+00:00,2025-04-29 12:00:00+00:00
517637,Politics,Will Trump pardon 250-499 Jan 6 protestors in his first 100 days?,How many Jan 6th protestors will Trump pardon in his first 100 days?,719196.343081,2025-01-06 19:31:03+00:00,2025-04-29 12:00:00+00:00
517638,Politics,Will Trump pardon 500-749 Jan 6 protestors in his first 100 days?,How many Jan 6th protestors will Trump pardon in his first 100 days?,1815318.787373,2025-01-06 19:33:01+00:00,2025-04-29 12:00:00+00:00
517639,Politics,Will Trump pardon 750-999 Jan 6 protestors in his first 100 days?,How many Jan 6th protestors will Trump pardon in his first 100 days?,4749407.197637,2025-01-06 19:33:22+00:00,2025-04-29 12:00:00+00:00
517641,Politics,"Will Trump pardon 1,500 or more Jan 6 protestors in his first 100 days?",How many Jan 6th protestors will Trump pardon in his first 100 days?,136990.288958,2025-01-06 19:34:11+00:00,2025-04-29 12:00:00+00:00
517662,Politics,"Will Trump pardon 1,250-1,499 Jan 6 protestors in his first 100 days?",How many Jan 6th protestors will Trump pardon in his first 100 days?,226602.795024,2025-01-06 19:49:45+00:00,2025-04-29 12:00:00+00:00
517693,Geopolitics,Will Russia abandon Syrian naval base before July?,Will Russia abandon Syrian naval base before July?,133894.428883,2025-01-06 21:13:00+00:00,2025-06-30 12:00:00+00:00
517694,Politics,Will Alexandria Ocasio-Cortez attend presidential inauguration?,Who will attend Trump inauguration?,102658.395053,2025-01-06 21:16:27+00:00,2025-01-20 12:00:00+00:00
517817,Politics,Will Trump acquire Greenland in 2025?,Will Trump acquire Greenland in 2025?,5465011.849227,2025-01-07 13:53:45+00:00,2025-12-31 12:00:00+00:00
517818,Politics,"Will Trump say ""MAGA"" during his Mar-a-Lago press conference?",What will Trump say during Mar-a-Lago press conference?,172803.378142,2025-01-07 14:37:07+00:00,2025-01-07 12:00:00+00:00
517840,Politics,"Trump renames Gulf of Mexico to ""Gulf of America"" in 2025? ","Trump renames Gulf of Mexico to ""Gulf of America"" in 2025? ",199072.846519,2025-01-07 17:06:23+00:00,2025-12-31 12:00:00+00:00
517855,Politics,Will Trump be impeached in 2025?,Will Trump be impeached in 2025?,3258005.971502,2025-01-07 18:15:40+00:00,2025-12-31 12:00:00+00:00
517856,Politics,Will Trump jail Kamala Harris?,Will Trump jail Kamala Harris?,237153.739508,2025-01-07 18:20:10+00:00,2025-06-30 12:00:00+00:00
517868,Politics,Trump inauguration gets more viewers than Biden's?,Trump inauguration gets more viewers than Biden's?,776596.40257,2025-01-07 20:32:57+00:00,2025-01-20 12:00:00+00:00
517869,Politics,Will Trump inauguration be the most viewed ever?,Will Trump inauguration be the most viewed ever?,392558.972184,2025-01-07 20:47:40+00:00,2025-01-20 12:00:00+00:00
517870,Politics,Less than 26m people watch Trump inauguration?,How many people will watch Trump inauguration?,184890.419062,2025-01-07 21:13:17+00:00,2025-01-20 12:00:00+00:00
517876,Politics,Will 41-44 people watch Trump inauguration?,How many people will watch Trump inauguration?,132622.947549,2025-01-07 21:18:39+00:00,2025-01-20 12:00:00+00:00
517877,Politics,Will 44m or more people watch Trump inauguration?,How many people will watch Trump inauguration?,189435.531969,2025-01-07 21:20:10+00:00,2025-01-20 12:00:00+00:00
517881,Politics,"Will Trump say ""Biden"" during his inauguration speech?",What will Trump say during inauguration speech?,182811.243126,2025-01-07 22:02:01+00:00,2025-02-03 12:00:00+00:00
517888,Politics,Will Trump issue less than 10 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,426828.522819,2025-01-07 23:24:10+00:00,2025-01-30 12:00:00+00:00
517889,Politics,Will Trump issue 10-14 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,323677.061413,2025-01-07 23:36:15+00:00,2025-01-30 12:00:00+00:00
517890,Politics,Will Trump issue 15-19 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,194291.613016,2025-01-07 23:36:38+00:00,2025-01-30 12:00:00+00:00
517891,Politics,Will Trump issue 20-24 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,284147.498472,2025-01-07 23:36:59+00:00,2025-01-30 12:00:00+00:00
517892,Politics,Will Trump issue 25-29 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,707489.061612,2025-01-07 23:37:37+00:00,2025-01-30 12:00:00+00:00
517893,Politics,Will Trump issue 30-34 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,200959.872816,2025-01-07 23:37:59+00:00,2025-01-30 12:00:00+00:00
517894,Politics,Will Trump issue 35-39 executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,202957.204326,2025-01-07 23:38:17+00:00,2025-01-30 12:00:00+00:00
517895,Politics,Will Trump issue 40 or more executive orders on Day 1?,How many Executive Orders will Trump issue on Day 1?,2324154.61372,2025-01-07 23:38:44+00:00,2025-01-30 12:00:00+00:00
517962,Politics,Trump takes Panama Canal in 2025?,Trump takes Panama Canal in 2025?,1061507.966946,2025-01-08 20:38:58+00:00,2025-12-31 12:00:00+00:00
518104,Geopolitics,Less than 49 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,How many Senators vote to confirm Tulsi Gabbard?,174194.328716,2025-01-10 16:20:43+00:00,2025-12-31 12:00:00+00:00
518140,Geopolitics,Will 52 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,How many Senators vote to confirm Tulsi Gabbard?,116419.144306,2025-01-10 18:30:13+00:00,2025-12-31 12:00:00+00:00
518141,Geopolitics,Will 53 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,How many Senators vote to confirm Tulsi Gabbard?,102604.716558,2025-01-10 18:30:42+00:00,2025-12-31 12:00:00+00:00
518142,Geopolitics,Will 54 or more Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,How many Senators vote to confirm Tulsi Gabbard?,183107.200889,2025-01-10 18:31:48+00:00,2025-12-31 12:00:00+00:00
518182,Politics,Will Bitcoin hit $100k before Trump inauguration?,Will Bitcoin hit $100k before Trump inauguration?,428521.925394,2025-01-10 19:48:15+00:00,2025-01-20 12:00:00+00:00
518196,Politics,Will Kostas Kyriakou be next Greek President?,Next President of Greece?,120307.093009,2025-01-10 20:37:38+00:00,2025-01-31 12:00:00+00:00
518203,Politics,Will Kostas Tasoulas be next Greek President?,Next President of Greece?,126658.664688,2025-01-10 20:49:07+00:00,2025-01-31 12:00:00+00:00
518396,Politics,Will Peter Dutton be the next Prime Minister of Australia after the 2025 election?,Next Prime Minister of Australia?,3353767.214573,2025-01-13 19:03:25+00:00,2025-05-13 12:00:00+00:00
518400,Politics,Will Anthony Albanese be the next Prime Minister of Australia after the 2025 election?,Next Prime Minister of Australia?,4204557.171808,2025-01-13 19:04:21+00:00,2025-05-13 12:00:00+00:00
518401,Politics,Will Jim Chalmers be the next Prime Minister of Australia after the 2025 election?,Next Prime Minister of Australia?,443766.80422,2025-01-13 19:06:35+00:00,2025-05-13 12:00:00+00:00
518406,Politics,Will Tanya Plibersek be the next Prime Minister of Australia after the 2025 election?,Next Prime Minister of Australia?,618897.449005,2025-01-13 19:07:21+00:00,2025-05-13 12:00:00+00:00
518430,Politics,Trump cryptocurrency executive order on Day 1?,Trump cryptocurrency executive order on Day 1?,425615.212419,2025-01-13 20:24:06+00:00,2025-01-20 12:00:00+00:00
518445,Macro,MicroStrategy purchases more Bitcoin before inauguration?,MicroStrategy purchases more Bitcoin before inauguration?,414735.790804,2025-01-13 21:15:12+00:00,2025-01-20 12:00:00+00:00
518446,Politics,"Will Biden say ""Trump"" during farewell address? ",What will Biden say during farewell address?,102789.428879,2025-01-13 21:37:42+00:00,2025-01-15 12:00:00+00:00
518470,Politics,"Will Biden say ""crypto"" or ""Bitcoin"" during farewell address? ",What will Biden say during farewell address?,149744.382527,2025-01-13 22:40:11+00:00,2025-01-15 12:00:00+00:00
518485,Geopolitics,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,Which Senators will vote to confirm Pete Hegseth?,118735.239311,2025-01-14 15:20:24+00:00,2025-12-31 12:00:00+00:00
518487,Geopolitics,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,Which Senators will vote to confirm Pete Hegseth?,104079.100115,2025-01-14 15:25:01+00:00,2025-12-31 12:00:00+00:00
518533,Geopolitics,Will Mitch McConnell vote to confirm Robert Kennedy Jr. as Secretary of Health and Human Services?,Which Senators will vote to confirm RFK Jr.?,158812.47072,2025-01-14 19:29:54+00:00,2025-12-31 12:00:00+00:00
518535,Geopolitics,Will John Fetterman vote to confirm Robert Kennedy Jr. as Secretary of Health and Human Services?,Which Senators will vote to confirm RFK Jr.?,773968.095329,2025-01-14 19:31:37+00:00,2025-12-31 12:00:00+00:00
518540,Geopolitics,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,Which Senators will vote to confirm Tulsi Gabbard?,785997.923493,2025-01-14 19:45:29+00:00,2025-12-31 12:00:00+00:00
518541,Geopolitics,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,Which Senators will vote to confirm Tulsi Gabbard?,357046.018381,2025-01-14 19:48:44+00:00,2025-12-31 12:00:00+00:00
518542,Geopolitics,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,Which Senators will vote to confirm Tulsi Gabbard?,526660.014644,2025-01-14 19:49:24+00:00,2025-12-31 12:00:00+00:00
518543,Geopolitics,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,Which Senators will vote to confirm Tulsi Gabbard?,261271.026818,2025-01-14 19:49:55+00:00,2025-12-31 12:00:00+00:00
518544,Geopolitics,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,Which Senators will vote to confirm Tulsi Gabbard?,214119.759591,2025-01-14 19:51:57+00:00,2025-12-31 12:00:00+00:00
518586,Politics,Trump positive favorability on March 1?,Trump positive favorability on March 1?,113854.212783,2025-01-14 22:02:53+00:00,2025-03-01 12:00:00+00:00
518587,Politics,Trump positive favorability on April 1?,Trump positive favorability on April 1?,104889.612676,2025-01-14 22:09:04+00:00,2025-04-01 12:00:00+00:00
518588,Politics,Trump positive favorability on Day 100?,Trump positive favorability on Day 100?,327817.992944,2025-01-14 22:11:18+00:00,2025-04-29 12:00:00+00:00
518612,Geopolitics,Will every Republican Senator vote to confirm Tulsi Gabbard?,Will every Republican Senator vote to confirm Tulsi Gabbard?,148404.158616,2025-01-15 00:32:16+00:00,2025-12-31 12:00:00+00:00
518648,Geopolitics,Israel announces ceasefire by January 16?,Israel announces ceasefire by January 16?,3612273.855408,2025-01-15 15:50:59+00:00,2025-01-16 12:00:00+00:00
518649,Politics,Will Trump save TikTok in first week?,Will Trump save TikTok in first week?,665167.069032,2025-01-15 16:15:09+00:00,2025-01-27 12:00:00+00:00
518704,Geopolitics,Russia x Ukraine ceasefire by February 1?,Russia x Ukraine ceasefire by February 1?,1360389.655944,2025-01-15 18:10:31+00:00,2025-02-01 12:00:00+00:00
518713,Geopolitics,Will Trump cut military spending?,Will Trump cut military spending?,230118.493294,2025-01-15 18:44:03+00:00,2025-12-31 12:00:00+00:00
518716,Politics,Mehmet Oz confirmed as Medicare and Medicaid Administrator?,Which Trump picks will be confirmed?,237197.241,2025-01-15 19:12:37+00:00,2025-06-30 12:00:00+00:00
518792,Macro,Will monthly inflation increase by 0.2% in January?,January Inflation - Monthly,141273.974648,2025-01-15 22:41:18+00:00,2025-02-12 12:00:00+00:00
518796,Macro,Will monthly inflation increase by 0.4% or more in January?,January Inflation - Monthly,183497.064935,2025-01-15 22:42:56+00:00,2025-02-12 12:00:00+00:00
518810,Macro,Will annual inflation increase by 2.7% in January?,January Inflation - Annual,133202.034413,2025-01-15 22:53:29+00:00,2025-01-12 12:00:00+00:00
518814,Politics,"Will Trump say ""January 6"" during his inauguration speech?",What will Trump say during inauguration speech?,121562.196503,2025-01-15 22:54:55+00:00,2025-02-03 12:00:00+00:00
518820,Politics,"Will Trump say ""Los Angeles"" during his inauguration speech?",What will Trump say during inauguration speech?,155005.463253,2025-01-15 22:57:43+00:00,2025-02-03 12:00:00+00:00
518862,Politics,Will Donald Trump visit the United Kingdom in 2025?,Which countries will Donald Trump visit in 2025?,182282.842341,2025-01-16 00:31:39+00:00,2025-12-31 12:00:00+00:00
518863,Geopolitics,Will Donald Trump visit Israel in 2025?,Which countries will Donald Trump visit in 2025?,424498.519486,2025-01-16 00:31:40+00:00,2025-12-31 12:00:00+00:00
518864,Politics,Will Donald Trump visit Canada in 2025?,Which countries will Donald Trump visit in 2025?,414260.958222,2025-01-16 00:31:40+00:00,2025-12-31 12:00:00+00:00
518866,Politics,Will Donald Trump visit Saudi Arabia in 2025?,Which countries will Donald Trump visit in 2025?,137978.63366,2025-01-16 00:31:41+00:00,2025-12-31 12:00:00+00:00
518868,Politics,Will Donald Trump visit Japan in 2025?,Which countries will Donald Trump visit in 2025?,574048.235114,2025-01-16 00:31:42+00:00,2025-12-31 12:00:00+00:00
518869,Politics,Will Donald Trump visit Germany in 2025?,Which countries will Donald Trump visit in 2025?,462514.809398,2025-01-16 00:31:42+00:00,2025-12-31 12:00:00+00:00
518870,Politics,Will Donald Trump visit South Korea in 2025?,Which countries will Donald Trump visit in 2025?,788883.77396,2025-01-16 00:31:43+00:00,2025-12-31 12:00:00+00:00
518871,Politics,Will Donald Trump visit France in 2025?,Which countries will Donald Trump visit in 2025?,549287.936974,2025-01-16 00:31:43+00:00,2025-12-31 12:00:00+00:00
518877,Geopolitics,Israel announces ceasefire by January 17?,Israel announces ceasefire by January 17?,681008.555033,2025-01-16 16:11:52+00:00,2025-01-17 12:00:00+00:00
518878,Geopolitics,Israel announces ceasefire by Sunday?,Israel announces ceasefire by Sunday?,530532.112415,2025-01-16 16:14:37+00:00,2025-01-19 12:00:00+00:00
518889,Geopolitics,Will Donald Trump visit Russia in 2025?,Which countries will Donald Trump visit in 2025?,986854.873282,2025-01-16 17:57:52+00:00,2025-12-31 12:00:00+00:00
518901,Macro,Texas Strategic Bitcoin Reserve Act (H.B. 1598) signed in 2025?,Texas Strategic Bitcoin Reserve Act (H.B. 1598) signed in 2025?,214638.028966,2025-01-16 20:34:05+00:00,2025-12-31 12:00:00+00:00
519006,Politics,"Will Trump say ""TikTok"" during his inauguration speech?",What will Trump say during inauguration speech?,393052.006964,2025-01-17 00:25:39+00:00,2025-02-03 12:00:00+00:00
126965,Politics,Who will win the 2021 Peruvian Presidential Election?,Who will win the 2021 Peruvian Presidential Election?,141910.048966,2021-04-14 15:15:03+00:00,2021-06-06 00:00:00+00:00
1269901,Macro,Will Microstrategy announce a Bitcoin purchase January 27-February 2?,Will Microstrategy announce a Bitcoin purchase January 27-February 2?,381488.479212,2026-01-26 05:30:00+00:00,2026-02-03 05:00:00+00:00
1271815,Politics,Will Pheu Thai Party (PT) finish in third place by number of seats in the 2026 Thai legislative election?,Thailand Legislative Election 3rd Place,116964.197707,2026-01-26 16:31:20+00:00,2026-02-08 00:00:00+00:00
1271818,Politics,Will Democrat Party (DP) finish in third place by number of seats in the 2026 Thai legislative election?,Thailand Legislative Election 3rd Place,140888.590224,2026-01-26 16:31:22+00:00,2026-02-08 00:00:00+00:00
1271853,Politics,"Will Trump say ""Buy a Dell Computer"" during remarks on January 28?",What will Trump say during remarks on January 28?,134197.708344,2026-01-26 16:34:24+00:00,2026-01-28 00:00:00+00:00
1273609,Geopolitics,"US strikes Iran by February 6, 2026?",US strikes Iran by...?,9750255.569183,2026-01-26 22:35:11+00:00,2026-01-31 00:00:00+00:00
1273610,Geopolitics,"US strikes Iran by February 13, 2026?",US strikes Iran by...?,15146244.148657,2026-01-26 22:35:31+00:00,2026-01-31 00:00:00+00:00
1273679,Geopolitics,Will the US strike Iran next?,Next Country US Strikes,1243467.84237,2026-01-26 22:57:13+00:00,2026-12-31 00:00:00+00:00
1273905,Geopolitics,Will the US next strike Iran in January 2026 (ET)?,US next strikes Iran on...?,264639.439241,2026-01-26 23:22:38+00:00,2026-02-28 00:00:00+00:00
1273906,Geopolitics,"Will the US next strike Iran on February 1, 2026 (ET)?",US next strikes Iran on...?,891598.734646,2026-01-26 23:22:38+00:00,2026-02-28 00:00:00+00:00
1273907,Geopolitics,"Will the US next strike Iran on February 2, 2026 (ET)?",US next strikes Iran on...?,489907.355097,2026-01-26 23:22:39+00:00,2026-02-28 00:00:00+00:00
1273908,Geopolitics,"Will the US next strike Iran on February 3, 2026 (ET)?",US next strikes Iran on...?,463964.351791,2026-01-26 23:22:40+00:00,2026-02-28 00:00:00+00:00
1273909,Geopolitics,"Will the US next strike Iran on February 4, 2026 (ET)?",US next strikes Iran on...?,999004.597025,2026-01-26 23:22:40+00:00,2026-02-28 00:00:00+00:00
1273910,Geopolitics,"Will the US next strike Iran on February 5, 2026 (ET)?",US next strikes Iran on...?,501896.8942,2026-01-26 23:22:41+00:00,2026-02-28 00:00:00+00:00
1273911,Geopolitics,"Will the US next strike Iran on February 6, 2026 (ET)?",US next strikes Iran on...?,576956.082557,2026-01-26 23:22:42+00:00,2026-02-28 00:00:00+00:00
1273912,Geopolitics,"Will the US next strike Iran on February 7, 2026 (ET)?",US next strikes Iran on...?,648793.858433,2026-01-26 23:22:42+00:00,2026-02-28 00:00:00+00:00
1273913,Geopolitics,"Will the US next strike Iran on February 8, 2026 (ET)?",US next strikes Iran on...?,2612755.165627,2026-01-26 23:22:43+00:00,2026-02-28 00:00:00+00:00
1273914,Geopolitics,"Will the US next strike Iran on February 9, 2026 (ET)?",US next strikes Iran on...?,3494377.897018,2026-01-26 23:22:43+00:00,2026-02-28 00:00:00+00:00
1273915,Geopolitics,"Will the US next strike Iran on February 10, 2026 (ET)?",US next strikes Iran on...?,2824909.075364,2026-01-26 23:22:44+00:00,2026-02-28 00:00:00+00:00
1273916,Geopolitics,"Will the US next strike Iran on February 11, 2026 (ET)?",US next strikes Iran on...?,2583817.375819,2026-01-26 23:22:45+00:00,2026-02-28 00:00:00+00:00
1273917,Geopolitics,"Will the US next strike Iran on February 12, 2026 (ET)?",US next strikes Iran on...?,1154654.031545,2026-01-26 23:22:45+00:00,2026-02-28 00:00:00+00:00
1273918,Geopolitics,"Will the US next strike Iran on February 13, 2026 (ET)?",US next strikes Iran on...?,1200922.649057,2026-01-26 23:22:46+00:00,2026-02-28 00:00:00+00:00
1273919,Geopolitics,"Will the US next strike Iran on February 14, 2026 (ET)?",US next strikes Iran on...?,1111982.300338,2026-01-26 23:22:47+00:00,2026-02-28 00:00:00+00:00
1277626,Geopolitics,"Will Israel strike Lebanon on February 1, 2026?",Will Israel strike Lebanon on...?,119235.931504,2026-01-27 15:19:10+00:00,2026-02-28 00:00:00+00:00
